filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
B10A2530.JPG,943001,"{}",1,0,"{""name"":""rect"",""x"":1001,""y"":869,""width"":218,""height"":522}","{""name"":""insu""}"
B10A2533.JPG,857844,"{}",1,0,"{""name"":""rect"",""x"":91,""y"":1328,""width"":209,""height"":170}","{""name"":""insu""}"
B10A2553.JPG,892558,"{}",1,0,"{""name"":""rect"",""x"":1113,""y"":842,""width"":252,""height"":604}","{""name"":""insu""}"
B10A2781.JPG,820153,"{}",1,0,"{""name"":""rect"",""x"":1098,""y"":926,""width"":237,""height"":573}","{""name"":""insu""}"
B10A2809.JPG,785461,"{}",2,0,"{""name"":""rect"",""x"":1,""y"":1297,""width"":145,""height"":201}","{""name"":""insu""}"
B10A2809.JPG,785461,"{}",2,1,"{""name"":""rect"",""x"":2188,""y"":1366,""width"":59,""height"":68}","{""name"":""insu""}"
B10A2852.JPG,826862,"{}",2,0,"{""name"":""rect"",""x"":1875,""y"":1398,""width"":217,""height"":99}","{""name"":""insu""}"
B10A2852.JPG,826862,"{}",2,1,"{""name"":""rect"",""x"":48,""y"":1167,""width"":199,""height"":331}","{""name"":""insu""}"
B10A2871.JPG,848088,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":1187,""width"":137,""height"":312}","{""name"":""insu""}"
B10A2930.JPG,873843,"{}",1,0,"{""name"":""rect"",""x"":992,""y"":215,""width"":232,""height"":576}","{""name"":""insu""}"
B10A2944.JPG,860681,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":1263,""width"":121,""height"":236}","{""name"":""insu""}"
B10A2964.JPG,812524,"{}",1,0,"{""name"":""rect"",""x"":1026,""y"":279,""width"":223,""height"":573}","{""name"":""insu""}"
B10A2997.JPG,824556,"{}",1,0,"{""name"":""rect"",""x"":2161,""y"":1111,""width"":88,""height"":387}","{""name"":""insu""}"
B10A3080.JPG,836960,"{}",2,0,"{""name"":""rect"",""x"":0,""y"":887,""width"":43,""height"":401}","{""name"":""insu""}"
B10A3080.JPG,836960,"{}",2,1,"{""name"":""rect"",""x"":2161,""y"":976,""width"":88,""height"":443}","{""name"":""insu""}"
B10A3089.JPG,915521,"{}",2,0,"{""name"":""rect"",""x"":1916,""y"":990,""width"":167,""height"":379}","{""name"":""insu""}"
B10A3089.JPG,915521,"{}",2,1,"{""name"":""rect"",""x"":94,""y"":823,""width"":151,""height"":368}","{""name"":""insu""}"
B10A3138.JPG,825072,"{}",2,0,"{""name"":""rect"",""x"":2186,""y"":933,""width"":61,""height"":357}","{""name"":""insu""}"
B10A3138.JPG,825072,"{}",2,1,"{""name"":""rect"",""x"":258,""y"":911,""width"":150,""height"":357}","{""name"":""insu""}"
B10A3231.JPG,837338,"{}",1,0,"{""name"":""rect"",""x"":100,""y"":981,""width"":180,""height"":430}","{""name"":""insu""}"
B10A3259.JPG,827407,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":971,""width"":183,""height"":468}","{""name"":""insu""}"
B10A3347.JPG,865818,"{}",2,0,"{""name"":""rect"",""x"":2047,""y"":1117,""width"":201,""height"":382}","{""name"":""insu""}"
B10A3347.JPG,865818,"{}",2,1,"{""name"":""rect"",""x"":86,""y"":1086,""width"":210,""height"":412}","{""name"":""insu""}"
B10A3375.JPG,831464,"{}",2,0,"{""name"":""rect"",""x"":2080,""y"":1104,""width"":169,""height"":395}","{""name"":""insu""}"
B10A3375.JPG,831464,"{}",2,1,"{""name"":""rect"",""x"":260,""y"":1093,""width"":220,""height"":404}","{""name"":""insu""}"
B10A5582.JPG,1072959,"{}",4,0,"{""name"":""rect"",""x"":1013,""y"":920,""width"":62,""height"":139}","{""name"":""insu""}"
B10A5582.JPG,1072959,"{}",4,1,"{""name"":""rect"",""x"":1606,""y"":742,""width"":61,""height"":140}","{""name"":""insu""}"
B10A5582.JPG,1072959,"{}",4,2,"{""name"":""rect"",""x"":1691,""y"":1104,""width"":67,""height"":139}","{""name"":""insu""}"
B10A5582.JPG,1072959,"{}",4,3,"{""name"":""rect"",""x"":959,""y"":1323,""width"":62,""height"":140}","{""name"":""insu""}"
B10B3590.JPG,1396010,"{}",0,0,"{}","{}"
B10B3604.JPG,785579,"{}",0,0,"{}","{}"
B10B3727.JPG,683014,"{}",0,0,"{}","{}"
B10B4186.JPG,715217,"{}",0,0,"{}","{}"
B10B4294.JPG,821396,"{}",0,0,"{}","{}"
B10B4432.JPG,1412289,"{}",0,0,"{}","{}"
B10B4481.JPG,849760,"{}",0,0,"{}","{}"
B10B5822.JPG,873215,"{}",0,0,"{}","{}"
B10B5949.JPG,1853492,"{}",0,0,"{}","{}"
B10B5968.JPG,915927,"{}",0,0,"{}","{}"
B10C0249.JPG,1533933,"{}",0,0,"{}","{}"
B10C0257.JPG,1166620,"{}",2,0,"{""name"":""rect"",""x"":0,""y"":1347,""width"":70,""height"":151}","{""name"":""insu""}"
B10C0257.JPG,1166620,"{}",2,1,"{""name"":""rect"",""x"":1887,""y"":960,""width"":110,""height"":500}","{""name"":""insu""}"
B10C0258.JPG,893287,"{}",0,0,"{}","{}"
B10C0261.JPG,876557,"{}",1,0,"{""name"":""rect"",""x"":1041,""y"":420,""width"":193,""height"":909}","{""name"":""insu""}"
B10C0801.JPG,1522721,"{}",0,0,"{}","{}"
B10C0826.JPG,878328,"{}",0,0,"{}","{}"
B10E0764.JPG,913326,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":1262,""width"":111,""height"":237}","{""name"":""insu""}"
B10E0826.JPG,883583,"{}",1,0,"{""name"":""rect"",""x"":2119,""y"":1334,""width"":111,""height"":166}","{""name"":""insu""}"
B10E0924.JPG,905099,"{}",0,0,"{}","{}"
B10E1131.JPG,794296,"{}",0,0,"{}","{}"
B10E1219.JPG,853265,"{}",0,0,"{}","{}"
B10E1525.JPG,951080,"{}",1,0,"{""name"":""rect"",""x"":207,""y"":1163,""width"":145,""height"":336}","{""name"":""insu""}"
B10E1683.JPG,1017214,"{}",2,0,"{""name"":""rect"",""x"":1937,""y"":847,""width"":83,""height"":455}","{""name"":""insu""}"
B10E1683.JPG,1017214,"{}",2,1,"{""name"":""rect"",""x"":498,""y"":766,""width"":76,""height"":433}","{""name"":""insu""}"
B10E1710.JPG,817980,"{}",0,0,"{}","{}"
B10E1725.JPG,1122166,"{}",4,0,"{""name"":""rect"",""x"":113,""y"":643,""width"":97,""height"":420}","{""name"":""insu""}"
B10E1725.JPG,1122166,"{}",4,1,"{""name"":""rect"",""x"":1739,""y"":2,""width"":97,""height"":186}","{""name"":""insu""}"
B10E1725.JPG,1122166,"{}",4,2,"{""name"":""rect"",""x"":2061,""y"":868,""width"":86,""height"":467}","{""name"":""insu""}"
B10E1725.JPG,1122166,"{}",4,3,"{""name"":""rect"",""x"":338,""y"":3,""width"":75,""height"":67}","{""name"":""insu""}"
B10E1727.JPG,815451,"{}",0,0,"{}","{}"
B10E3536.JPG,1114544,"{}",2,0,"{""name"":""rect"",""x"":2104,""y"":887,""width"":116,""height"":610}","{""name"":""insu""}"
B10E3536.JPG,1114544,"{}",2,1,"{""name"":""rect"",""x"":400,""y"":653,""width"":127,""height"":538}","{""name"":""insu""}"
B10E3563.JPG,780758,"{}",0,0,"{}","{}"
B10E3878.JPG,988948,"{}",2,0,"{""name"":""rect"",""x"":1769,""y"":806,""width"":80,""height"":408}","{""name"":""insu""}"
B10E3878.JPG,988948,"{}",2,1,"{""name"":""rect"",""x"":486,""y"":755,""width"":80,""height"":374}","{""name"":""insu""}"
B10E3892.JPG,731127,"{}",0,0,"{}","{}"
B10E3920.JPG,1004256,"{}",2,0,"{""name"":""rect"",""x"":1747,""y"":924,""width"":105,""height"":497}","{""name"":""insu""}"
B10E3920.JPG,1004256,"{}",2,1,"{""name"":""rect"",""x"":498,""y"":742,""width"":83,""height"":435}","{""name"":""insu""}"
B10E3934.JPG,789179,"{}",0,0,"{}","{}"
B10E4064.JPG,809336,"{}",0,0,"{}","{}"
B10E4130.JPG,1118730,"{}",2,0,"{""name"":""rect"",""x"":1712,""y"":793,""width"":86,""height"":342}","{""name"":""insu""}"
B10E4130.JPG,1118730,"{}",2,1,"{""name"":""rect"",""x"":532,""y"":710,""width"":70,""height"":333}","{""name"":""insu""}"
B10E4737.JPG,1043307,"{}",2,0,"{""name"":""rect"",""x"":1597,""y"":858,""width"":81,""height"":379}","{""name"":""insu""}"
B10E4737.JPG,1043307,"{}",2,1,"{""name"":""rect"",""x"":507,""y"":682,""width"":73,""height"":357}","{""name"":""insu""}"
B10E4783.JPG,1450024,"{}",0,0,"{}","{}"
B10H5931.JPG,1602623,"{}",0,0,"{}","{}"
B10H5950.JPG,1581142,"{}",0,0,"{}","{}"
B10I0431.JPG,1318934,"{}",9,0,"{""name"":""rect"",""x"":1045,""y"":482,""width"":83,""height"":161}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,1,"{""name"":""rect"",""x"":1091,""y"":419,""width"":91,""height"":275}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,2,"{""name"":""rect"",""x"":1368,""y"":336,""width"":78,""height"":151}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,3,"{""name"":""rect"",""x"":1416,""y"":239,""width"":164,""height"":240}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,4,"{""name"":""rect"",""x"":207,""y"":84,""width"":80,""height"":150}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,5,"{""name"":""rect"",""x"":40,""y"":3,""width"":54,""height"":156}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,6,"{""name"":""rect"",""x"":529,""y"":3,""width"":73,""height"":81}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,7,"{""name"":""rect"",""x"":619,""y"":677,""width"":83,""height"":158}","{""name"":""insu""}"
B10I0431.JPG,1318934,"{}",9,8,"{""name"":""rect"",""x"":748,""y"":605,""width"":92,""height"":274}","{""name"":""insu""}"
B10J0820.JPG,1510933,"{}",0,0,"{}","{}"
B10J0829.JPG,1129039,"{}",1,0,"{""name"":""rect"",""x"":1145,""y"":950,""width"":154,""height"":548}","{""name"":""insu""}"
B10J0841.JPG,1013073,"{}",1,0,"{""name"":""rect"",""x"":995,""y"":521,""width"":188,""height"":648}","{""name"":""insu""}"
B10J1228.JPG,933364,"{}",1,0,"{""name"":""rect"",""x"":1118,""y"":840,""width"":158,""height"":659}","{""name"":""insu""}"
B10J1236.JPG,819344,"{}",1,0,"{""name"":""rect"",""x"":920,""y"":670,""width"":183,""height"":828}","{""name"":""insu""}"
B10J1243.JPG,817454,"{}",0,0,"{}","{}"
B10J1553.JPG,912357,"{}",2,0,"{""name"":""rect"",""x"":2168,""y"":1354,""width"":81,""height"":145}","{""name"":""insu""}"
B10J1553.JPG,912357,"{}",2,1,"{""name"":""rect"",""x"":349,""y"":1318,""width"":102,""height"":182}","{""name"":""insu""}"
B10J1604.JPG,852249,"{}",1,0,"{""name"":""rect"",""x"":1191,""y"":947,""width"":202,""height"":549}","{""name"":""insu""}"
B10J1618.JPG,809070,"{}",0,0,"{}","{}"
B10J1620.JPG,796914,"{}",1,0,"{""name"":""rect"",""x"":1656,""y"":1021,""width"":204,""height"":476}","{""name"":""insu""}"
B10J1722.JPG,779338,"{}",0,0,"{}","{}"
B10J2597.JPG,759478,"{}",0,0,"{}","{}"
B10J2622.JPG,1814985,"{}",0,0,"{}","{}"
B10J2947.JPG,920526,"{}",1,0,"{""name"":""rect"",""x"":53,""y"":1371,""width"":124,""height"":127}","{""name"":""insu""}"
B10J2991.JPG,1092672,"{}",1,0,"{""name"":""rect"",""x"":62,""y"":1307,""width"":119,""height"":193}","{""name"":""insu""}"
B10J3183.JPG,928613,"{}",1,0,"{""name"":""rect"",""x"":1072,""y"":697,""width"":166,""height"":790}","{""name"":""insu""}"
B10J3195.JPG,979960,"{}",1,0,"{""name"":""rect"",""x"":1081,""y"":645,""width"":145,""height"":712}","{""name"":""insu""}"
B10J3203.JPG,859893,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":1342,""width"":100,""height"":158}","{""name"":""insu""}"
B10J3234.JPG,988151,"{}",1,0,"{""name"":""rect"",""x"":143,""y"":1058,""width"":119,""height"":441}","{""name"":""insu""}"
B10J3331.JPG,1402609,"{}",0,0,"{}","{}"
B10J3364.JPG,854069,"{}",1,0,"{""name"":""rect"",""x"":132,""y"":1289,""width"":129,""height"":210}","{""name"":""insu""}"
B10J3396.JPG,877896,"{}",1,0,"{""name"":""rect"",""x"":197,""y"":1090,""width"":110,""height"":408}","{""name"":""insu""}"
B10J3493.JPG,909378,"{}",2,0,"{""name"":""rect"",""x"":1717,""y"":1173,""width"":83,""height"":325}","{""name"":""insu""}"
B10J3493.JPG,909378,"{}",2,1,"{""name"":""rect"",""x"":454,""y"":704,""width"":89,""height"":387}","{""name"":""insu""}"
B10K3173.JPG,1392124,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":1193,""width"":92,""height"":306}","{""name"":""insu""}"
B10K3525.JPG,1170377,"{}",2,0,"{""name"":""rect"",""x"":1825,""y"":1345,""width"":78,""height"":153}","{""name"":""insu""}"
B10K3525.JPG,1170377,"{}",2,1,"{""name"":""rect"",""x"":381,""y"":1006,""width"":80,""height"":334}","{""name"":""insu""}"
B10K4617.JPG,809428,"{}",0,0,"{}","{}"
B10K6223.JPG,1320435,"{}",0,0,"{}","{}"
B10K6224.JPG,1191020,"{}",0,0,"{}","{}"
B10K6260.JPG,873088,"{}",0,0,"{}","{}"
B10K6334.JPG,879101,"{}",0,0,"{}","{}"
B10K6378.JPG,890138,"{}",0,0,"{}","{}"
B10L0335.JPG,979897,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":911,""width"":119,""height"":427}","{""name"":""insu""}"
B10L0349.JPG,879300,"{}",0,0,"{}","{}"
B10L0395.JPG,1228178,"{}",2,0,"{""name"":""rect"",""x"":1806,""y"":965,""width"":81,""height"":194}","{""name"":""insu""}"
B10L0395.JPG,1228178,"{}",2,1,"{""name"":""rect"",""x"":291,""y"":702,""width"":76,""height"":185}","{""name"":""insu""}"
B10L0826.JPG,888569,"{}",1,0,"{""name"":""rect"",""x"":1065,""y"":537,""width"":127,""height"":322}","{""name"":""insu""}"
B10L0836.JPG,826584,"{}",0,0,"{}","{}"
B10L0842.JPG,1038397,"{}",0,0,"{}","{}"
B10L0861.JPG,760710,"{}",0,0,"{}","{}"
B10L0864.JPG,865663,"{}",1,0,"{""name"":""rect"",""x"":1078,""y"":530,""width"":108,""height"":304}","{""name"":""insu""}"
B10L0916.JPG,832749,"{}",1,0,"{""name"":""rect"",""x"":113,""y"":1239,""width"":119,""height"":260}","{""name"":""insu""}"
B10L1006.JPG,811974,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":1358,""width"":65,""height"":140}","{""name"":""insu""}"
B10L1146.JPG,1150727,"{}",0,0,"{}","{}"
B10L1167.JPG,935331,"{}",1,0,"{""name"":""rect"",""x"":1118,""y"":416,""width"":137,""height"":373}","{""name"":""insu""}"
B10L1182.JPG,794080,"{}",0,0,"{}","{}"
B10L1270.JPG,1309242,"{}",1,0,"{""name"":""rect"",""x"":1102,""y"":584,""width"":76,""height"":196}","{""name"":""insu""}"
B10L1296.JPG,827198,"{}",1,0,"{""name"":""rect"",""x"":260,""y"":1425,""width"":119,""height"":72}","{""name"":""insu""}"
B10L1419.JPG,821863,"{}",0,0,"{}","{}"
B10L1634.JPG,1307250,"{}",0,0,"{}","{}"
B10M1621.JPG,821682,"{}",0,0,"{}","{}"
B10M1935.JPG,885324,"{}",0,0,"{}","{}"
B10M1964.JPG,1525814,"{}",4,0,"{""name"":""rect"",""x"":102,""y"":1232,""width"":61,""height"":204}","{""name"":""insu""}"
B10M1964.JPG,1525814,"{}",4,1,"{""name"":""rect"",""x"":1115,""y"":685,""width"":53,""height"":212}","{""name"":""insu""}"
B10M1964.JPG,1525814,"{}",4,2,"{""name"":""rect"",""x"":1320,""y"":1218,""width"":57,""height"":217}","{""name"":""insu""}"
B10M1964.JPG,1525814,"{}",4,3,"{""name"":""rect"",""x"":228,""y"":701,""width"":53,""height"":210}","{""name"":""insu""}"
B10M1970.JPG,1367201,"{}",2,0,"{""name"":""rect"",""x"":1701,""y"":1035,""width"":53,""height"":221}","{""name"":""insu""}"
B10M1970.JPG,1367201,"{}",2,1,"{""name"":""rect"",""x"":801,""y"":1018,""width"":54,""height"":218}","{""name"":""insu""}"
B10M2319.JPG,898707,"{}",0,0,"{}","{}"
B10M2383.JPG,1731208,"{}",0,0,"{}","{}"
B10M2407.JPG,855242,"{}",0,0,"{}","{}"
B10M2747.JPG,945772,"{}",0,0,"{}","{}"
B10M3299.JPG,1131654,"{}",0,0,"{}","{}"
B10M3630.JPG,982953,"{}",0,0,"{}","{}"
B10M3876.JPG,1444768,"{}",0,0,"{}","{}"
B10M4000.JPG,1333789,"{}",0,0,"{}","{}"
B10M4087.JPG,1652916,"{}",3,0,"{""name"":""rect"",""x"":1425,""y"":718,""width"":68,""height"":274}","{""name"":""insu""}"
B10M4087.JPG,1652916,"{}",3,1,"{""name"":""rect"",""x"":373,""y"":928,""width"":72,""height"":255}","{""name"":""insu""}"
B10M4087.JPG,1652916,"{}",3,2,"{""name"":""rect"",""x"":525,""y"":344,""width"":72,""height"":264}","{""name"":""insu""}"
B10M4570.JPG,753993,"{}",1,0,"{""name"":""rect"",""x"":997,""y"":654,""width"":164,""height"":838}","{""name"":""insu""}"
B10M4583.JPG,755789,"{}",1,0,"{""name"":""rect"",""x"":1030,""y"":699,""width"":169,""height"":799}","{""name"":""insu""}"
B10M4594.JPG,821488,"{}",1,0,"{""name"":""rect"",""x"":51,""y"":1166,""width"":151,""height"":333}","{""name"":""insu""}"
B10M4645.JPG,789910,"{}",0,0,"{}","{}"
B10M4648.JPG,779278,"{}",1,0,"{""name"":""rect"",""x"":1053,""y"":648,""width"":191,""height"":849}","{""name"":""insu""}"
B10M4661.JPG,832106,"{}",1,0,"{""name"":""rect"",""x"":1097,""y"":912,""width"":175,""height"":586}","{""name"":""insu""}"
B10M5062.JPG,822234,"{}",0,0,"{}","{}"
B10M5306.JPG,997998,"{}",1,0,"{""name"":""rect"",""x"":1078,""y"":412,""width"":97,""height"":490}","{""name"":""insu""}"
B10M5325.JPG,798956,"{}",1,0,"{""name"":""rect"",""x"":1045,""y"":915,""width"":170,""height"":584}","{""name"":""insu""}"
B10M5344.JPG,1191216,"{}",3,0,"{""name"":""rect"",""x"":1646,""y"":742,""width"":80,""height"":382}","{""name"":""insu""}"
B10M5344.JPG,1191216,"{}",3,1,"{""name"":""rect"",""x"":352,""y"":1364,""width"":67,""height"":135}","{""name"":""insu""}"
B10M5344.JPG,1191216,"{}",3,2,"{""name"":""rect"",""x"":581,""y"":624,""width"":70,""height"":331}","{""name"":""insu""}"
B10M5346.JPG,805939,"{}",0,0,"{}","{}"
B10M5505.JPG,829620,"{}",0,0,"{}","{}"
B10M7624.JPG,1003981,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":1111,""width"":111,""height"":387}","{""name"":""insu""}"
B10M7743.JPG,919030,"{}",0,0,"{}","{}"
B10M7784.JPG,962775,"{}",1,0,"{""name"":""rect"",""x"":2032,""y"":1178,""width"":150,""height"":320}","{""name"":""insu""}"
B10M8154.JPG,1559929,"{}",5,0,"{""name"":""rect"",""x"":1427,""y"":861,""width"":65,""height"":204}","{""name"":""insu""}"
B10M8154.JPG,1559929,"{}",5,1,"{""name"":""rect"",""x"":1452,""y"":5,""width"":59,""height"":132}","{""name"":""insu""}"
B10M8154.JPG,1559929,"{}",5,2,"{""name"":""rect"",""x"":1584,""y"":476,""width"":62,""height"":204}","{""name"":""insu""}"
B10M8154.JPG,1559929,"{}",5,3,"{""name"":""rect"",""x"":592,""y"":231,""width"":62,""height"":199}","{""name"":""insu""}"
B10M8154.JPG,1559929,"{}",5,4,"{""name"":""rect"",""x"":697,""y"":675,""width"":57,""height"":201}","{""name"":""insu""}"
B10M8239.JPG,1240094,"{}",2,0,"{""name"":""rect"",""x"":1035,""y"":409,""width"":712,""height"":498}","{""name"":""insu""}"
B10M8239.JPG,1240094,"{}",2,1,"{""name"":""rect"",""x"":527,""y"":635,""width"":444,""height"":204}","{""name"":""insu""}"
B10M8241.JPG,1166326,"{}",3,0,"{""name"":""rect"",""x"":1452,""y"":3,""width"":164,""height"":169}","{""name"":""insu""}"
B10M8241.JPG,1166326,"{}",3,1,"{""name"":""rect"",""x"":616,""y"":2,""width"":148,""height"":318}","{""name"":""insu""}"
B10M8241.JPG,1166326,"{}",3,2,"{""name"":""rect"",""x"":890,""y"":851,""width"":250,""height"":646}","{""name"":""insu""}"
B10M8286.JPG,1554782,"{}",1,0,"{""name"":""rect"",""x"":212,""y"":2,""width"":174,""height"":240}","{""name"":""insu""}"
B10N7023.JPG,1021424,"{}",1,0,"{""name"":""rect"",""x"":1033,""y"":591,""width"":121,""height"":487}","{""name"":""insu""}"
B10O1109.JPG,2074587,"{}",0,0,"{}","{}"
B10O1125.JPG,1628982,"{}",2,0,"{""name"":""rect"",""x"":1096,""y"":627,""width"":118,""height"":562}","{""name"":""insu""}"
B10O1125.JPG,1628982,"{}",2,1,"{""name"":""rect"",""x"":1223,""y"":-2,""width"":92,""height"":38}","{""name"":""insu""}"
B10O1139.JPG,1239943,"{}",1,0,"{""name"":""rect"",""x"":1105,""y"":597,""width"":140,""height"":519}","{""name"":""insu""}"
B10O1228.JPG,1312654,"{}",0,0,"{}","{}"
B10O1351.JPG,1412990,"{}",3,0,"{""name"":""rect"",""x"":1038,""y"":1287,""width"":99,""height"":210}","{""name"":""insu""}"
B10O1351.JPG,1412990,"{}",3,1,"{""name"":""rect"",""x"":1116,""y"":487,""width"":96,""height"":376}","{""name"":""insu""}"
B10O1351.JPG,1412990,"{}",3,2,"{""name"":""rect"",""x"":1904,""y"":944,""width"":94,""height"":393}","{""name"":""insu""}"
B10O1444.JPG,1312379,"{}",1,0,"{""name"":""rect"",""x"":518,""y"":1068,""width"":134,""height"":432}","{""name"":""insu""}"
B10O1560.JPG,1607506,"{}",0,0,"{}","{}"
B10O1911.JPG,1436648,"{}",0,0,"{}","{}"
B10O2595.JPG,1519055,"{}",0,0,"{}","{}"
B10O2624.JPG,1085736,"{}",4,0,"{""name"":""rect"",""x"":1470,""y"":702,""width"":56,""height"":223}","{""name"":""insu""}"
B10O2624.JPG,1085736,"{}",4,1,"{""name"":""rect"",""x"":1599,""y"":210,""width"":54,""height"":231}","{""name"":""insu""}"
B10O2624.JPG,1085736,"{}",4,2,"{""name"":""rect"",""x"":457,""y"":86,""width"":61,""height"":229}","{""name"":""insu""}"
B10O2624.JPG,1085736,"{}",4,3,"{""name"":""rect"",""x"":567,""y"":597,""width"":59,""height"":226}","{""name"":""insu""}"
B10O2898.JPG,1120715,"{}",0,0,"{}","{}"
B10O2912.JPG,1306842,"{}",19,0,"{""name"":""rect"",""x"":1038,""y"":489,""width"":143,""height"":307}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,1,"{""name"":""rect"",""x"":1065,""y"":2,""width"":113,""height"":248}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,2,"{""name"":""rect"",""x"":1148,""y"":557,""width"":333,""height"":175}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,3,"{""name"":""rect"",""x"":1248,""y"":1410,""width"":252,""height"":89}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,4,"{""name"":""rect"",""x"":1322,""y"":159,""width"":102,""height"":75}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,5,"{""name"":""rect"",""x"":1325,""y"":384,""width"":97,""height"":84}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,6,"{""name"":""rect"",""x"":1328,""y"":210,""width"":102,""height"":65}","{""name"":""insu""}"
B10O2912.JPG,1306842,"{}",19,7,"{""name"":""rect"",""x"":1328,""y"":261,""width"":92,""height"":75}","{""name"":""insu""}"
